SID,label,sentence
1668,0.2,Probably because the people advertising such services are con artists and not serious witches .
1669,-1.4,you have a computer and you have the internet .
1670,-2.6,Aiaght so u r a Ukranian Gangsta .
1671,0.2,Top with the salsa and remaining cheese .
1672,1.4,And the companies usually pay for ads on a `` per impression '' basis .
1673,-1.0,Let scouts see you .
1674,-1.6,"Do n't ever give up , ever ."
1675,-2.4,* Mr. T pities the fool .
1676,1.4,"Fear , it seems was just as insane then , as it is today ."
1677,0.0,"It will bloom , enrich and become more meaningful and descriptive ..."
1678,-1.4,info is info on something .
1679,-1.6,they put 5 banners on all of your pages .
1680,0.25,Let the fluid sit on the coals for about 30 seconds .
1681,-1.6,"Cash , tickets to a concert , sporting event ,"
1682,-0.4,"Beatles are timeless , but I think this might be more her time ."
1683,-1.0,"That 's cute , and could work on women as well ."
1684,-2.8,then ur set ...
1685,1.8,Calm feelings will begin to replace angry feelings when we use such statements .
1686,-1.2,find it a turn - on because it means they ' re hitting the spot !
1687,-0.8,"Majnun99 answered it best , I think ."
1688,0.4,You as a teenager should stop thinking about what you want .
1689,-1.2,"ONLY IF YOU ' VE BEEN EATING STRANGE MUSHROOMS ... Otherwise , no ..."
1690,1.0,You need your lawyer to go back and petition the court .
1691,-1.0,I will treasure the memory of this last Rolo for all time .
1692,-1.8,They have rough and dirty animal sex .
1693,-1.25,ALL THE TIME .
1694,-1.8,if its a cheap brand they will do that .
1695,-1.0,"Hi , wielange hast du schon Englisch ?"
1696,-0.75,( p 278 )
1697,-1.2,# Chuck Norris uses tabasco sauce instead of visine .
1698,1.4,"Second , Make sure there is no leak ."
1699,0.8,Just like Christians call all other world religions past and present mythology .
1700,-1.2,Then go sit on the porch and wait for them .
1701,-1.8,with deep breaths or exercise ?
1702,0.75,"They both root for fine , well coached baseball teams ."
1703,2.0,An application can then leverage the advantages of both processes and threads as necessary .
1704,1.2,would you rather lose her entirely if something serious happens ?
1705,-0.8,"But when I co - slept , he woke up half the amount he used to ."
1706,-0.2,"In these situations , actions often speak louder than words ."
1707,0.2,"In rural areas , farms often have dozens of semi - feral cats ."
1708,1.0,Over 900 people died that day .
1709,-0.2,There is no real difference .
1710,-0.2,Your argument falls like a house of cards .
1711,-3.0,Rocco : Wyatt - fuckin-Earp !
1712,0.8,Third you must burn the copy .
1713,-2.0,i suppose its iit and also pec ( PUNJAB ENGG COLL ) .
1714,0.6,This will keep hackers from ` mounting ' the shares on this computer .
1715,1.4,There are brokers who handle mineral rights .
1716,-2.75,The Eee Bah Gums ? ? ?
1717,-2.0,"all quite easy places to live in , and fun : )"
1718,0.4,"In fact , Hitler rejected Christianity ."
1719,-1.0,tell them you want a french manicure with your name airbrushed on them .
1720,-1.4,let me clarify - its not haggard - its sirius black
1721,-1.8,"Oh , here 's your keys . ''"
1722,-1.8,You have to make the kids pick up after themselves .
1723,-1.8,"Next year , I will be ... ... ."
1724,1.2,You might try offfering him meal worms instead of crickets .
1725,-1.2,They were just saying of different people .
1726,0.2,Then you are going to have to cut back on calories .
1727,-1.8,Find his buddy to complete it .
1728,-1.6,"they will stop around 5,6,7 , or 8 ."
1729,0.2,It takes 3500 calories to gain a pound .
1730,0.0,Learn to spell radio correctly .
1731,-2.0,I have no idea what but that should n't be happening .
1732,-2.6,"bacteria is faster than both , m 'm pretty sure"
1733,-1.0,"Now on to Acid Drops , very simple ."
1734,0.0,If it is OK then get ready for a rebuilt transmission .
1735,0.4,Hire an investigator to follow her .
1736,0.6,Neither is really better ; it all depends on your needs and preferences .
1737,-1.0,The food should be free .
1738,0.4,"These are religious people , not Chirstians ."
1739,-1.0,No i think it belongs to Chris Petersen of Boise State
1740,-3.0,then i could too !
1741,-1.0,Confidence is sexy .
1742,-0.25,b. ) In the second box titled `` 2 .
1743,-1.4,It 's like writing `` I WAS HERE '' !
1744,1.0,Your parents are the administrators/teachers .
1745,-2.0,Absolute zero is -420 bellow or something like that .
1746,-1.2,It is the best !
1747,0.0,"At one place though , not even bricks and stone remained ."
1748,-0.8,I ' m so tired all the time .
1749,0.6,My thoughts are twofold .
1750,1.8,"His motto is `` conservation and preservation , not excavation '' ."
1751,-2.4,Why ca n't you just BE ? ? ?
1752,1.2,All searches are exact .
1753,-1.8,This is best programm !
1754,0.0,forming an island : insular rocks .
1755,-2.6,Ozzy Osbourne - he 's so funny .
1756,-1.6,The omen / old one .
1757,-1.4,* Wake up dear love it 's a beautiful day !
1758,-1.6,I do n`t like him in either areas ~ !
1759,-1.6,I still live with my mom and I ' m 23 ... Why not ?
1760,-0.4,How do I deal with them ?
1761,-1.8,If you want it all I found out who did it ?
1762,-2.4,`` Tricky Dicky was Here . ''
1763,-3.0,Romance her do n't just hang out with her .
1764,-0.4,BloodDemon has the best answer so far .
1765,-2.6,"Right then , do n't do it ."
1766,2.6,"If so , this is a second degree burn or intermediate burn ."
1767,-1.8,Well they ' re are laws for this country .
1768,-1.4,It happened to me but it setles down I promise ! ! !
1769,-2.2,No once the mom dies the babies die just go buy another fish
1770,-1.8,The thick pencil ?
1771,-3.0,candy corn of course ! ! ! ! ! ! ! ! ! !
1772,1.2,Suicide is not the correct way to handle your problems .
1773,1.6,May He let the light of His face shine upon you .
1774,-2.2,Your not even suspostu work 10 minutes without pay .
1775,1.0,You will also need an aquarium vacuum .
1776,-1.2,It really depends on who you play with .
1777,0.8,"As for Lynda Healy , she was gone without a trace ."
1778,1.0,The U.S. Embassy workweek is Saturday through Wednesday .
1779,-0.6,He always steps up .
1780,-1.5,"Grilled cheese ( use Muenster cheese , it 's much better that way )"
1781,-2.6,Indians ... got ta stay loyal
1782,-2.0,O.K. Which groups are we gon na target first ?
1783,-1.4,I think I saw you .
1784,0.4,Follow the options and your setup.exe is created .
1785,0.8,The depo shot is also 99 % effective and is given every 3 months !
1786,1.0,"Secondly , why are you trying to turn spirituality into a racial controversy ?"
1787,-0.2,My cousin Jerry was steel guitar player for Buck Owens & the Buckaroos
1788,-0.6,moreover you want to go to college .
1789,-1.8,I do n't think it matters if he believes in God .
1790,-1.6,I made great money in the summer .
1791,0.4,Saute onions in 3 Tbsp butter .
1792,-0.4,Everywhere and depending on the size of him .
1793,-0.5,"I do lead a local satsang , called the Gita Satsang ."
1794,1.25,"( NY Daily News , Feb. 28 , 1994 , p. 6 ) ."
1795,-1.2,Did you ever play with marbles when you were in grade school .
1796,1.4,"As such , I would expect the cost - per-click to be quite pricey ."
1797,0.2,I will pray for you and hope eveything turns out for the best .
1798,-2.4,Irish from both sides ! !
1799,1.4,To give you an exact dollar figure is almost impossible .
1800,-0.2,My son has asthma too .
1801,1.2,Each college can set their own graduation requirements .
1802,0.6,Use a canny collar and possibly a muzzle initially .
1803,-0.2,God admits the rabbi won the debate .
1804,-1.2,Money means nothing to me .
1805,0.4,I ' ve known her for three months .
1806,-1.25,to make them part of it all .
1807,0.2,I am at this stage right now .
1808,-0.6,"Play with an illegal , get burned ."
1809,-1.8,puppies usually get it bc it is so highly contagious .
1810,0.0,So the advantages to fast tracking are : 1 .
1811,-2.4,sure i m me and i will tell you .
1812,-0.8,( She was only afraid for the firs 2 months ) .
1813,-1.5,See d world outside . It 's fun be smart .
1814,1.2,"However , I think you tore your meniscus ."
1815,1.0,The 06 Taurus is a good car and very dependable
1816,-0.2,It makes me wonder at times .
1817,-2.4,No i disagree how bout Sasan and Buffon ? ?
1818,0.4,Everything else is replaceable .
1819,-2.4,the group CC BIT off of .
1820,0.8,Do lots of work on flexibility to help even up the sides .
1821,-1.5,Find out more at : http://advertising.yahoo.com/ : )
1822,-2.8,i used to love that stuff ! !
1823,-2.0,"Nope , mine are even different styles !"
1824,0.2,It is the purpose of Scientology to `` clear the planet . ''
1825,0.0,it will most likely be sore for a few days afterwards .
1826,1.5,The Wind Dancer ( 1991 ) 2 .
1827,1.2,She favors books about women triumphing over adversity .
1828,-0.2,Playing away from a touching Object Ball of the opponent 's Colour .
1829,0.6,"They all are , including the 3 you listed ."
1830,-0.2,It 's big and heavy and sometimes seems a bit clumsy .
1831,0.6,mix all but lemon and cilantro .
1832,-1.2,then follow step 1 .
1833,0.2,"Yes , it is real ."
1834,1.4,This will create a roadway on top of your road bed .
1835,-1.8,University of Colorado Vetinary school might have a site & a list .
1836,-0.4,"I play violin too , so I totally understand your line of reasoning ."
1837,-1.4,well it appears that you do n't have any credit at all .
1838,-1.8,I am pro - life and could never understand why someone would abort a baby .
1839,-1.2,Shame on your Realtor for not being available to you !
1840,-0.2,Well you ' re not born with the belief there is a God naturally .
1841,1.2,Whether or not you think a wine is good is a very personal thing .
1842,1.2,"Once certain patterns have been established , it becomes increasingly difficult to change them ."
1843,-2.4,and What are you good at ?
1844,2.8,The sequence of reactions of anaerobic glycolysis or fermentation is shown in the illustration .
1845,0.4,Is there likely to be anyone else in the building ?
1846,-2.2,kind of but its understandable if youre far away from him .
1847,0.4,The batters box is owned by the hitter .
1848,-0.4,I basically have had as normal a life as anyone else .
1849,-2.4,When your too old to walk door to door .
1850,-1.6,Every cat I have ever had `` fixed '' seemed to gain weight .
1851,-1.4,"By the way , congrats !"
1852,-0.6,Home depot carries a variety of dehumidifiers at fairly reasonable rates ! ! !
1853,1.66666666667,Philips 750 process referenced above is supposed to work for all models
1854,-0.8,Are you sure immigrants are demanding this ? ?
1855,-2.2,"Nope , not OK to feed your dog cat food ."
1856,-1.0,"For example : Personal , News , Admin ."
1857,-1.2,Just Google `` art college London '' and you ' ll be away .
1858,0.4,i cleaned some bricks using muratic acid .
1859,1.8,"Yes , but only from the state you were employed in ."
1860,-0.2,Water is clear .
1861,1.6,Both of these early tests have been superseded .
1862,1.0,"Rarely , vicious cats are declawed ."
1863,-1.6,Euros were worth 90 us cents for the euro back then .
1864,-1.0,Mine broke in the move and I have n't come across another one yet .
1865,-2.2,yep all of them !
1866,-0.2,Most stores are by request only .
1867,0.6,Just re - examine what your spending on each category .
1868,-2.2,whatever you do do n't use a net .
1869,1.8,You have done the correct thing in consulting an MD. .
1870,1.0,"When the horse stop 's , immediately reward the horse ."
1871,0.4,"From this cloud and its gas and dust , the various planets formed ."
1872,-1.25,Just look around the world today .
1873,-1.0,Please PLEASE add : Tom Cruise and his deer - in-the-headlights wife Katie .
1874,-2.8,U should try the cheat - code site there will u find lots of cheat .
1875,0.8,Varies from individual to individual .
1876,-0.5,I said `` significant period of time . ''
1877,-3.0,Wait a minute ... was that gay ?
1878,0.0,If he loves to use slang terms then he probably likes Hip Hop .
1879,0.8,The non - repro blue will actually be an ink color they use .
1880,-3.0,accmail.ir Russian ( 10th Ed . )
1881,-0.4,I usually am .
1882,-0.8,Any racism is racism .
1883,0.6,Stir frosting until smooth before using .
1884,0.6,Clio - us f. [ the Muse of history ] .
1885,0.5,It offers the best ROI .
1886,1.4,I know that I am a good wife and an excellent mother .
1887,-1.0,All Idiots Die for Sex ! !
1888,0.4,Depending on what you are worrying about try to relax and practice positive thinking .
1889,-1.4,She should go back to jail .
1890,-1.4,which s a good thing I suppose ?
